ROG3,Ctry,PeopleID3,PeopNameAcrossCountries,PeopNameInCountry,Population,JPScale,LeastReached,ROL3,PrimaryLanguageName,BibleStatus,RLG3,PrimaryReligion,PercentAdherents,PercentEvangelical,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,CountOfCountries,RegionCode,RegionName,ROG2,Continent,10_40Window
AF,Afghanistan,12741,"Garwi, Kohistani","Garwi, Kohistani",1700,1,Y,gwc,Kalami,1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,18693,Guhjali,"Guhjali, Wakhi",18000,1,Y,wbl,Wakhi,2,6,Islam,0,0,14,Persian-Median,299,Tajik,4,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,17549,Gujar (Muslim traditions),Gujar (Muslim traditions),3700,1,Y,gju,Gujari,1,6,Islam,0.029999999,0.029999999,21,South Asian Peoples,272,Punjabi,3,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,11597,"Gypsy, Domari","Gypsy, Domari",9600,1,Y,rmt,Domari,1,6,Islam,0.015,0,14,Persian-Median,353,Domari,14,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,12076,Hazara,Hazara,2876000,1,Y,haz,Hazaragi,2,6,Islam,0.029999999,0.029999999,24,Turkic Peoples,313,Uyghur,6,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,18369,"Indus Kohistani, Galo",Indus Kohistani,40000,1,Y,mvy,"Kohistani, Indus",1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,20542,Ishkashimi,Ishkashimi,2700,1,Y,isk,Ishkashimi,0,6,Islam,0,0,14,Persian-Median,299,Tajik,2,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,19369,Jakata,"Jakata, Jati",1400,1,Y,jat,Inku,1,6,Islam,0,0,21,South Asian Peoples,195,Jat,3,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,12526,Karakalpak,Karakalpak,2800,1,Y,kaa,Karakalpak,3,6,Islam,0,0,24,Turkic Peoples,202,Kazakh,8,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,12599,Kazakh,Kazakh,2800,1,Y,kaz,Kazakh,4,6,Islam,0,0,24,Turkic Peoples,202,Kazakh,24,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,18125,Khatri (Sikh traditions),Khatri (Sikh traditions),2400,1,Y,pan,"Punjabi, Eastern",4,8,Other / Small,0,0,21,South Asian Peoples,272,Punjabi,2,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,11126,"Kurd, Central","Kurd, Central",234000,1,Y,ckb,"Kurdish, Central",3,6,Islam,0.01,0.01,14,Persian-Median,208,Kurd,5,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,12933,Kyrgyz,Kyrgyz,1100,1,Y,kir,Kyrgyz,4,6,Islam,0,0,24,Turkic Peoples,204,Kyrgyz,12,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,13761,Moghal,Moghal,2000,1,Y,prs,Dari,4,6,Islam,0,0,21,South Asian Peoples,312,Urdu Muslim,5,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,13878,Munji,Munji,6000,1,Y,mnj,Munji,1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,17714,Mussali,Mussali,2800,1,Y,pan,"Punjabi, Eastern",4,6,Islam,0,0,21,South Asian Peoples,272,Punjabi,3,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,11835,"Gawar-Bati Narisati, Arandui","Narisati, Arandui",14000,1,Y,gwt,Gawar-Bati,1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,10453,"Nuristani, Ashkuni","Nuristani, Ashkuni",42000,1,Y,ask,Ashkun,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,10703,"Nuristani, Bashgali, Kati","Nuristani, Bashgali, Kati",29000,1,Y,bsh,Kati,1,6,Islam,0.100000001,0,14,Persian-Median,251,Nuristan,2,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,11936,"Nuristani, Grangali","Nuristani, Grangali",9800,1,Y,nli,Grangali,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,12482,"Nuristani, Kamviri","Nuristani, Kamviri",19000,1,Y,xvi,Kamviri,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,13431,"Nuristani, Malakhel","Nuristani, Malakhel",2800,1,Y,prs,Dari,4,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14461,"Nuristani, Prasuni","Nuristani, Prasuni",8400,1,Y,prn,Prasuni,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15575,"Nuristani, Tregami","Nuristani, Tregami",3700,1,Y,trm,Tregami,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15735,"Nuristani, Urmuri","Nuristani, Urmuri",2800,1,Y,pbt,"Pashto, Southern",2,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15822,"Nuristani, Waigeli","Nuristani, Waigeli",12000,1,Y,wbk,Waigali,1,6,Islam,0,0,14,Persian-Median,251,Nuristan,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14255,Pahlavani,Pahlavani,3200,1,Y,prs,Dari,4,6,Islam,0,0,14,Persian-Median,268,Persian,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14311,Parachi,Parachi,7000,1,Y,prc,Parachi,0,6,Islam,0,0,14,Persian-Median,267,Pashtun,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14322,Parsee,Parsee,2000,1,Y,prs,Dari,4,8,Other / Small,0,0,14,Persian-Median,265,Parsee,12,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14324,Parya,"Parya, Laghmani",300,1,Y,paq,Parya,1,6,Islam,0,0,14,Persian-Median,299,Tajik,3,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,13996,"Pashayi, Northeast","Pashayi, Northeast",79000,1,Y,aee,"Pashai, Northeast",1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14042,"Pashayi, Northwest","Pashayi, Northwest",14000,1,Y,glh,"Pashai, Northwest",1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15025,"Pashayi, Southeast","Pashayi, Southeast",188000,1,Y,psi,"Pashai, Southeast",1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15072,"Pashayi, Southwest","Pashayi, Southwest",105000,1,Y,psh,"Pashai, Southwest",1,6,Islam,0.01,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14256,"Pashtun, Northern","Pashtun, Northern",6474000,1,Y,pbu,"Pashto, Northern",4,6,Islam,0.01,0.01,14,Persian-Median,267,Pashtun,20,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14327,"Pashtun, Southern","Pashtun, Southern",6819000,1,Y,pbt,"Pashto, Southern",2,6,Islam,0.02,0.02,14,Persian-Median,267,Pashtun,8,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14371,Persian,Persian,574000,1,Y,pes,"Persian, Iranian",4,6,Islam,0.119999997,0.100000001,14,Persian-Median,268,Persian,42,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14483,Punjabi,Punjabi,5200,1,Y,pan,"Punjabi, Eastern",4,6,Islam,1,0.3,21,South Asian Peoples,272,Punjabi,17,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15382,"Punjabi, Western","Punjabi, Western",32000,1,Y,pnb,"Punjabi, Western",3,6,Islam,0.200000003,0.1,21,South Asian Peoples,272,Punjabi,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14498,Qizilbash,Qizilbash,259000,1,Y,prs,Dari,4,6,Islam,0,0,24,Turkic Peoples,309,Turkish,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14570,"Romani, Baltic","Romani, Balkan, Zargari",15000,1,Y,rmn,"Romani, Balkan",3,6,Islam,0,0,12,Eurasian Peoples,354,Romany,18,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14727,Sanglechi,Sanglechi,2400,1,Y,sgy,Sanglechi,1,6,Islam,0,0,14,Persian-Median,299,Tajik,2,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14782,Sau,Sau,4200,1,Y,sdg,Savi,0,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14921,Shughni,Shughni,39000,1,Y,sgh,Shughni,2,6,Islam,0,0,14,Persian-Median,299,Tajik,2,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14924,Shumashti,Shumashti,1400,1,Y,sts,Shumashti,1,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14192,Sindhi,Sindhi,21000,1,Y,snd,Sindhi,4,6,Islam,0.079999998,0.079999998,21,South Asian Peoples,281,Sindhi,6,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,14372,"Tajik, Afghan","Tajik, Afghan",8092000,1,Y,prs,Dari,4,6,Islam,0.01,0.01,14,Persian-Median,268,Persian,12,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15253,Tangshuri,Tangshuri,14000,1,Y,prs,Dari,4,6,Islam,0,0,14,Persian-Median,299,Tajik,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15500,Tirahi,Tirahi,5000,1,Y,pbt,"Pashto, Southern",2,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,18274,Turk,Turk,9300,1,Y,tur,Turkish,4,6,Islam,0,0,24,Turkic Peoples,309,Turkish,70,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15654,Turkmen,"Turkmen, Turkomani",1664000,1,Y,tuk,Turkmen,3,6,Islam,0,0,24,Turkic Peoples,310,Turkmen,14,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15755,Uyghur,Uyghur,4200,1,Y,uig,Uyghur,4,6,Islam,0.050000001,0.05,24,Turkic Peoples,313,Uyghur,13,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15756,"Uzbek, Southern","Uzbek, Southern",3043000,1,Y,uzs,"Uzbek, Southern",2,6,Islam,0.01,0.01,24,Turkic Peoples,314,Uzbek,5,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15866,Warduji,Warduji,7000,1,Y,wrd,Warduji,0,6,Islam,0,0,14,Persian-Median,268,Persian,1,5,Central Asia,ASI,Asia,Y
AF,Afghanistan,15418,Wotapuri-Katarqalai,Wotapuri-Katarqalai,3000,1,Y,pbu,"Pashto, Northern",4,6,Islam,0,0,21,South Asian Peoples,201,Kashmiri,1,5,Central Asia,ASI,Asia,Y
AL,Albania,20677,Ashkali,Ashkali,3000,1,Y,als,"Albanian, Tosk",4,6,Islam,0,0,12,Eurasian Peoples,106,Albanian,5,9,Eastern Europe and Eurasia,EUR,Europe,Y
AL,Albania,19007,Deaf,Deaf,,1,Y,sqk,Albanian Sign Language,0,6,Islam,0,0,26,Deaf,328,Deaf,216,9,Eastern Europe and Eurasia,EUR,Europe,Y
AL,Albania,20676,"Egyptian, Balkan","Egyptian, Balkan",3000,1,Y,als,"Albanian, Tosk",4,6,Islam,4,0,12,Eurasian Peoples,106,Albanian,5,9,Eastern Europe and Eurasia,EUR,Europe,Y
AL,Albania,18765,Gorani,Gorani,35000,1,Y,srp,Serbian,4,6,Islam,5,0,12,Eurasian Peoples,284,"Slav, Southern",4,9,Eastern Europe and Eurasia,EUR,Europe,Y
AL,Albania,18274,Turk,Turk,1700,1,Y,tur,Turkish,4,6,Islam,0.01,0.003453569,24,Turkic Peoples,309,Turkish,70,9,Eastern Europe and Eurasia,EUR,Europe,Y
AG,Algeria,10379,"Algerian, Arabic-speaking","Algerian, Arabic-speaking",26250000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,1,0.9,10,Arab World,115,"Arab, Maghreb",18,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12247,"Arab, Iraqi","Arab, Iraqi",4300,1,Y,acm,"Arabic, Mesopotamian Spoken",1,6,Islam,0.699999988,0.699999988,10,Arab World,113,"Arab, Levant",24,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,13819,"Arab, Moroccan","Arab, Moroccan",167000,1,Y,ary,"Arabic, Moroccan Spoken",3,6,Islam,0.150000006,0.150000006,10,Arab World,115,"Arab, Maghreb",21,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,11284,"Bedouin, Chaamba","Bedouin, Chaamba",127000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,11633,"Bedouin, Dui-Menia","Bedouin, Dui-Menia",76000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0.01,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12944,"Bedouin, Laguat","Bedouin, Laguat",76000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,13922,"Bedouin, Nail","Bedouin, Nail",36000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14584,"Bedouin, Ruarha","Bedouin, Ruarha",76000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,115,"Arab, Maghreb",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14938,"Bedouin, Sidi","Bedouin, Sidi",127000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0.01,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15095,"Bedouin, Suafa","Bedouin, Suafa",121000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0.01,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15199,"Bedouin, Tajakant","Bedouin, Tajakant",1638000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,137,"Bedouin, Saharan",2,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,16103,"Bedouin, Ziban","Bedouin, Ziban",254000,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0,0,10,Arab World,137,"Bedouin, Saharan",1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,10774,Belbali,Belbali,3600,1,Y,kcy,Korandje,1,6,Islam,0,0,22,Sub-Saharan Peoples,288,Songhai,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,11199,"Berber, Figig","Berber, Figig",76000,1,Y,tzm,"Tamazight, Central Atlas",2,6,Islam,0.02,0,10,Arab World,141,Berber-Saharan,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12217,"Berber, Imazighen","Berber, Imazighen",1524000,1,Y,tzm,"Tamazight, Central Atlas",2,6,Islam,0.38,0.38,10,Arab World,145,Berber-Shilha,4,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12399,"Berber, Kabyle","Berber, Kabyle",5580000,1,Y,kab,Kabyle,4,6,Islam,2,1.6,10,Arab World,142,Berber-Kabyle,5,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,13669,"Berber, Menasser","Berber, Menasser",76000,1,Y,tzm,"Tamazight, Central Atlas",2,6,Islam,0,0,10,Arab World,145,Berber-Shilha,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,13842,"Berber, Mozabite","Berber, Mozabite",174000,1,Y,mzb,Tumzabt,1,6,Islam,0.000855,0.000855,10,Arab World,141,Berber-Saharan,2,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,10803,"Berber, Rif","Berber, Northern Shilha",787000,1,Y,rif,Tarifit,3,6,Islam,0.02,0.005,10,Arab World,143,Berber-Riff,4,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14899,"Berber, Shawiya","Berber, Shawiya",2158000,1,Y,shy,Tachawit,2,6,Islam,0,0,10,Arab World,144,Berber-Shawiya,6,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15609,"Berber, Taznatit","Berber, Taznatit",11000,1,Y,grr,Taznatit,0,6,Islam,0.01,0.01,10,Arab World,141,Berber-Saharan,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15473,"Berber, Tidikelt Tamzight","Berber, Tidikelt Tamzight",1100,1,Y,tia,"Tamazight, Tidikelt",0,6,Islam,0.029999999,0.01,10,Arab World,141,Berber-Saharan,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15572,"Berber, Tougourt","Berber, Tougourt",8900,1,Y,tjo,"Tamazight, Temacine",0,6,Islam,0.05,0.04,10,Arab World,141,Berber-Saharan,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,11321,Chenoua,Chenoua,91000,1,Y,cnu,Chenoua,1,6,Islam,0,0,10,Arab World,142,Berber-Kabyle,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,19206,"Chinese, general","Chinese, general",33000,1,Y,cmn,"Chinese, Mandarin",4,7,Non-Religious,1,0.8,11,East Asian Peoples,161,Chinese,51,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,19007,Deaf,Deaf,,1,Y,asp,Algerian Sign Language,1,6,Islam,0.28,0.2,26,Deaf,328,Deaf,216,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12070,Hausa,Hausa,11000,1,Y,hau,Hausa,4,6,Islam,0,0,22,Sub-Saharan Peoples,186,Hausa,16,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,12178,"Idaksahak, Dausahaq",Idaksahak,2300,1,Y,dsq,Tadaksahak,1,6,Islam,0,0,22,Sub-Saharan Peoples,288,Songhai,2,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,11764,"Jew, French Speaking","Jew, French",600,1,Y,fra,French,4,4,Ethnic Religions,0,0,15,Jews,197,Jews,7,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,18364,Ouargla,Ouargla,6400,1,Y,oua,Tagargrent,0,6,Islam,0.05,0.02,10,Arab World,141,Berber-Saharan,1,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14570,"Romani, Baltic","Romani, Baltic",4200,1,Y,arq,"Arabic, Algerian Spoken",3,6,Islam,0.090000004,0.090000004,12,Eurasian Peoples,354,Romany,18,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14639,Saharawi,Saharawi,203000,1,Y,mey,Hassaniyya,1,6,Islam,0.005,0.005,10,Arab World,112,"Arab, Hassaniya",5,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,14911,"Berber, Southern Shilha","Shilha, Southern",292000,1,Y,shi,Tachelhit,3,6,Islam,0.090000004,0,10,Arab World,145,Berber-Shilha,3,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15226,"Tuareg, Algerian","Tuareg, Algerian",140000,1,Y,aao,"Arabic, Algerian Saharan Spoken",0,6,Islam,0.01,0.01,10,Arab World,307,Tuareg,3,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,15608,"Tuareg, Tamastairt","Tuareg, Hoggar",39000,1,Y,thv,"Tamahaq, Tahaggart",2,6,Islam,0,0,10,Arab World,307,Tuareg,3,6,Middle East and North Africa,AFR,Africa,Y
AG,Algeria,18274,Turk,Turk,3200,1,Y,tur,Turkish,4,6,Islam,0,0,24,Turkic Peoples,309,Turkish,70,6,Middle East and North Africa,AFR,Africa,Y
AQ,American Samoa,12322,Japanese,Japanese,1000,1,Y,jpn,Japanese,4,2,Buddhism,5,1,11,East Asian Peoples,194,Japanese,44,1,South Pacific,SOP,Oceania,N
AN,Andorra,13819,"Arab, Moroccan","Arab, Moroccan",500,1,Y,ary,"Arabic, Moroccan Spoken",3,6,Islam,1,0.699999988,10,Arab World,115,"Arab, Maghreb",21,10,Western Europe,EUR,Europe,N
AN,Andorra,19211,"South Asian, general","South Asian, general",500,1,Y,hin,Hindi,4,5,Hinduism,1,0.300000012,21,South Asian Peoples,261,"South Asian, other",56,10,Western Europe,EUR,Europe,N
AO,Angola,19206,"Chinese, general","Chinese, general",2100,1,Y,cmn,"Chinese, Mandarin",4,7,Non-Religious,1.049999952,0.7,11,East Asian Peoples,161,Chinese,51,7,East and Southern Africa,AFR,Africa,N
AR,Argentina,15080,"Jew, Spanish Speaking","Jew, Spanish Speaking",189000,1,Y,spa,Spanish,4,4,Ethnic Religions,0.21,0.21,15,Jews,197,Jews,16,11,Central and South America,LAM,South America,N
AR,Argentina,18274,Turk,Turk,800,1,Y,tur,Turkish,4,6,Islam,0,0,24,Turkic Peoples,309,Turkish,70,11,Central and South America,LAM,South America,N
AM,Armenia,10528,"Azerbaijani, North","Azerbaijani, North",15000,1,Y,azj,"Azerbaijani, North",4,6,Islam,0,0,24,Turkic Peoples,126,Azerbaijani,20,5,Central Asia,EUR,Europe,N
AM,Armenia,12350,"Jew, Eastern Yiddish-Speaking","Jew, Eastern Yiddish-Speaking",800,1,Y,ydd,"Yiddish, Eastern",4,4,Ethnic Religions,0,0,15,Jews,197,Jews,12,5,Central Asia,EUR,Europe,N
AM,Armenia,12877,"Kurd, Kurmanji","Kurd, Kurmanji",2000,1,Y,kmr,"Kurdish, Northern",4,6,Islam,0.5,0.5,14,Persian-Median,208,Kurd,32,5,Central Asia,EUR,Europe,N
AM,Armenia,15284,Tatar,Tatar,500,1,Y,tat,Tatar,4,6,Islam,1.5,0,24,Turkic Peoples,311,Ural-Siberian,21,5,Central Asia,EUR,Europe,N
AM,Armenia,20455,Yazidi,Yazidi,34000,1,Y,kmr,"Kurdish, Northern",4,4,Ethnic Religions,0,0,14,Persian-Median,208,Kurd,10,5,Central Asia,EUR,Europe,N
AS,Australia,19314,"Afghan, general","Afghan, general",25000,1,Y,pbt,"Pashto, Southern",2,6,Islam,0,0,14,Persian-Median,267,Pashtun,4,1,South Pacific,AUS,Australia,N
AS,Australia,19204,"Arab, general","Arab, general",66000,1,Y,acm,"Arabic, Mesopotamian Spoken",1,6,Islam,0.5,0.3,10,Arab World,324,"Arab World, general",7,1,South Pacific,AUS,Australia,N
AS,Australia,12247,"Arab, Iraqi","Arab, Iraqi",48000,1,Y,acm,"Arabic, Mesopotamian Spoken",1,6,Islam,4,1,10,Arab World,113,"Arab, Levant",24,1,South Pacific,AUS,Australia,N
AS,Australia,10953,Bosniak,Bosniak,32000,1,Y,bos,Bosnian,4,6,Islam,0.5,0.3,12,Eurasian Peoples,284,"Slav, Southern",24,1,South Pacific,AUS,Australia,N
AS,Australia,11399,"Malay, Cocos Islands","Cocos Islander, Kukus",1200,1,Y,coa,"Malay, Cocos Islands",0,6,Islam,0,0,17,Malay Peoples,215,Malay,3,1,South Pacific,AUS,Australia,N
AS,Australia,12076,Hazara,Hazara,15000,1,Y,haz,Hazaragi,2,6,Islam,0.03,0.03,24,Turkic Peoples,313,Uyghur,6,1,South Pacific,AUS,Australia,N
